username,tweet_date,tweet_text,translated,tweet_link,media_exists
@Alertes2France,"Jun 29, 2023 · 11:40 PM UTC","⚠️🔴🇫🇷ALERTE #FRANCE

🔞 TWITTER COUPE NOTRE DIRECT à #Bordeaux car plusieurs victimes + situation incontrolable #racaille + #police 

✅On diffuse sur telegram sur ce lien t.me/+3cLH2G2bXcEwMzdk ou dans la bio 👆

#paris #emeutes #Nahel #LaPoliceTue #incendie #Emeutes #bdx","⚠️🔴🇫🇷Alerte #France

🔞 Twitter cuts our direct to #Bordeaux because several victims + uncontrollable situation #racaille + #police

✅on diffuses on Telegram on this link T.me/+3clh2g2bxcewmzdk or in organic 👆

#Paris #emeuts #Nahel #lapolituleu #endle #emeuts #bdx",https://twitter.com/Alertes2France/status/1674563422015422467?s=20,TRUE
@iyiburcuatsan,"Jun 29, 2023 · 11:40 PM UTC","Fransa'daki patlamada öncelikle olay yerine yaşayan Türk Vatandaşkalarımızın zarar görmüş olmamasını umuyor, T Ü M ülkeye geçmiş olsun dileklerimi iletiyorum..
#France #patlama","In the explosion in France, first of all, I hope that our Turkish citizens who lived at the scene would not have been damaged, and I wish to get past the country.
#France #patting",https://twitter.com/iyiburcuatsan/status/1674563548213542913?s=20,FALSE
@jea33865,"Jun 29, 2023 · 11:40 PM UTC",On n'en a marre. Putain. Ministère d'Intérieur est trop lâche. #nanterre #nantes #paris #france #lyon #marseille #gign #raid #emeutes,We are tired of it. Whore. Interior ministry is too loose. #nanterre #nantes #paris #france #lyon #Marseille #gign #raid #emeutes,https://twitter.com/jea33865/status/1674563517066739712?s=20,TRUE
@PolitRealist,"Jun 29, 2023 · 11:40 PM UTC","Die demokratischen Freiheitsrebellen kommen gut voran in Frankreich!

#frankreich #france #FranceProtests #Paris","The democratic rebels are making good progress in France!

#france #France #Franceprotest #Paris",https://twitter.com/PolitRealist/status/1674563520019439621?s=20,TRUE
@war_noir,"Jun 29, 2023 · 11:40 PM UTC","#France 🇫🇷: Clashes continue in various communes in the #Paris Region, including #Nanterre and Noisy-le-Grand.

Several footages show armed protesters using pump-action shotguns (fusils à pompe) to shoot surveillance (CCTV) cameras.","#France 🇫🇷: Clashes continue in various communes in the #Paris Region, including #Nanterre and Noisy-le-Grand.

Several footages show armed protesters using pump-action shotguns (fusils à pompe) to shoot surveillance (CCTV) cameras.",https://twitter.com/war_noir/status/1674563581998710784?s=20,TRUE
@k_gaita,"Jun 29, 2023 · 11:40 PM UTC","#France #FranceRiots #FranceProtests #Emeutes #Macron #Paris 
🇫🇷 Le centre des impôts de Paris pris d'assaut.
🇬🇧 Paris tax center stormed. ""No more taxes tonight""","#France #FranceRoots #FranceProttes #emeuts #Macron #Paris
🇫🇷 The Paris Tax Center taken by storm.
🇬🇧 Paris Tax Center Stormed. ""No More Tonight Taxes""",https://twitter.com/k_gaita/status/1674563423646908419?s=20,TRUE
@dyscerebrum_cat,"Jun 29, 2023 · 11:39 PM UTC","Le Figaro - à lire : EN DIRECT - Mort de ~#Nahel à #Nanterre : scènes de chaos et de pillages à Marseille, Lyon, Lille et Paris, 255 interpellations en ~#France  lefigaro.fr/actualite-france…","Le Figaro - Read: Live - Death from ~#Nahel to #NanTerre: Scenes of Chaos and Pillages in Marseille, Lyon, Lille and Paris, 255 Lights in ~#France Lefigaro.fr/actualite-france…",https://twitter.com/dyscerebrum_cat/status/1674563362879832070?s=20,FALSE
@theinformantofc,"Jun 29, 2023 · 11:39 PM UTC","🦹🏻‍♂️🇫🇷 - Yesterday, while #France was immersed in riots, @EmmanuelMacron, great leader, had fun at #EltonJohn's concert. twitter.com/i/web/status/167…","🦹🏻‍♂️🇫🇷 - Yesterday, while #France was immersed in riots, @EmmanuelMacron, great leader, had fun at #EltonJohn's concert. twitter.com/i/web/status/167…",https://twitter.com/theinformantofc/status/1674563317816258564?s=20,TRUE
@yagmur18jk,"Jun 29, 2023 · 11:39 PM UTC","Paris'te elbise mağazalarını yağmalayan göstericiler
#emeutes #Nanterre #Nahel #ViolencesUrbaines #Violence #Strasbourg #France  #incendie  #pillage #Fransa  #France #attack","Demonstrators who looted dress stores in Paris
#meutes #nantterre #nahel #violencesurbaines",https://twitter.com/yagmur18jk/status/1674563326003519493?s=20,TRUE
@SZahra2022,"Jun 29, 2023 · 11:39 PM UTC","फ़्रांस की हालत बुरी से बुरी होती जा रही है और मैक्रॉन पेरिस में एल्टन जॉन कॉन्सर्ट में एन्जॉय करते नज़र आए

आजकल राजनेताओं को लोगों का दुख दर्द नज़र क्यूं नहीं आता
तो ऐसे लोग प्रधान मंत्री या राष्ट्रपति कैसे बन जाते हैं???

#FranceRiots #France #FranceProtests #Macron #President","France's condition is getting worse and Macron was seen enjoying in Paris in an Elton John concert

Nowadays politicians do not see people's grief and pain
So how do such people become Prime Minister or President ???

#Franceriots #france #Fransprotests #Macron",https://twitter.com/SZahra2022/status/1674563346098429955?s=20,TRUE
@K13News,"Jun 29, 2023 · 11:39 PM UTC",The popular struggle is already in the streets of all of #France 🇫🇷 not even by militarizing the country will they be able to stop the road to the popular Victory of the French sovereign people LIVE LA FRANCE LIVE THE REVOLUTION!!!,The popular struggle is already in the streets of all of #France 🇫🇷 not even by militarizing the country will they be able to stop the road to the popular Victory of the French sovereign people LIVE LA FRANCE LIVE THE REVOLUTION!!!,https://twitter.com/K13News/status/1674563324472700929?s=20,TRUE
@Alertes2France,"Jun 29, 2023 · 11:39 PM UTC","⚠️🔴🇫🇷ALERTE #FRANCE

🔞 TWITTER COUPE NOTRE DIRECT à #Bordeaux car plusieurs victimes + situation incontrolable #racaille + #police 

✅On diffuse sur telegram sur ce lien t.me/+3cLH2G2bXcEwMzdk ou dans la bio 👆

#paris #emeutes #Nahel #LaPoliceTue #incendie #Emeutes #bdx","⚠️🔴🇫🇷Alerte #France

🔞 Twitter cuts our direct to #Bordeaux because several victims + uncontrollable situation #racaille + #police

✅on diffuses on Telegram on this link T.me/+3clh2g2bxcewmzdk or in organic 👆

#Paris #emeuts #Nahel #lapolituleu #endle #emeuts #bdx",https://twitter.com/Alertes2France/status/1674563310795014149?s=20,TRUE
@DieWeltUnter,"Jun 29, 2023 · 11:39 PM UTC","Das sind Purge-Zustände...
Während der Coronazeit hat man die Bauern und Gelbwesten zusammengeklopft. Jetzt lässt man die überwiegend migrantischen Assis, Polizeistationen, Feuerwehren, Rathäuser, Einkaufszentren, Apotheken ja die ganze Stadt plündern.

#Frankreich #France","These are purge states ...
During the Corona period, the farmers and yellow vests were knocked together. Now the predominantly migrant assis, police stations, fire brigades, town halls, shopping centers, pharmacies are looted the whole city.

#France #France",https://twitter.com/DieWeltUnter/status/1674563271989362691?s=20,TRUE
@Jeremie_Weber62,"Jun 29, 2023 · 11:39 PM UTC",#France #emeutes,#France #EMEUTS,https://twitter.com/Jeremie_Weber62/status/1674563180486443009?s=20,TRUE
@TheNewsTrending,"Jun 29, 2023 · 11:39 PM UTC","The situation is getting out of control in France.

Rioters are burning down the town hall of Clichy-sous-Bois.

Amid ongoing riots after the police shooting of #Nael in #Nanterre #France.

If you like what you see, join us for more news and updates at @TheNewsTrending 
#Toulouse","The situation is getting out of control in France.

Rioters are burning down the town hall of Clichy-sous-Bois.

Amid ongoing riots after the police shooting of #Nael in #Nanterre #France.

If you like what you see, join us for more news and updates at @TheNewsTrending 
#Toulouse",https://twitter.com/TheNewsTrending/status/1674563201004892162?s=20,TRUE
@Tr00peRR,"Jun 29, 2023 · 11:39 PM UTC",A father in #France caught his son rioting,A father in #France caught his son rioting,https://twitter.com/Tr00peRR/status/1674563224967213056?s=20,TRUE
@Alertes2France,"Jun 29, 2023 · 11:38 PM UTC","⚠️🔴🇫🇷ALERTE #FRANCE

🔞 TWITTER COUPE NOTRE DIRECT à #Bordeaux car plusieurs victimes + situation incontrolable #racaille + #police 

✅On diffuse sur telegram sur ce lien t.me/+3cLH2G2bXcEwMzdk ou dans la bio 👆

#paris #emeutes #Nahel #LaPoliceTue #incendie #Emeutes #bdx","⚠️🔴🇫🇷Alerte #France

🔞 Twitter cuts our direct to #Bordeaux because several victims + uncontrollable situation #racaille + #police

✅on diffuses on Telegram on this link T.me/+3clh2g2bxcewmzdk or in organic 👆

#Paris #emeuts #Nahel #lapolituleu #endle #emeuts #bdx",https://twitter.com/Alertes2France/status/1674563114086326272?s=20,TRUE
@dorisarnaud,"Jun 29, 2023 · 11:38 PM UTC","Street Art City en Auvergne - Un véritable paradis pour les amateurs d'art urbain ... Unique au monde

#StreetArt #Art #artlover #auvergne #France #Voyage  

piped.video/nzFvxFr5X3s via @YouTube","Street Art City in Auvergne - A real paradise for lovers of urban art ... Unique in the world

#Streetart #art #artlover #Auvergne #France #Voyage

piped.video/nzfvxfr5x3s via @youtube",https://twitter.com/dorisarnaud/status/1674563094733897730?s=20,FALSE
@QueenFirmAction,"Jun 29, 2023 · 11:38 PM UTC",#France #emeutes,#France #EMEUTS,https://twitter.com/QueenFirmAction/status/1674563084126498828?s=20,TRUE
@fleexibleoff,"Jun 29, 2023 · 11:39 PM UTC","⚠ALERTE SKINS⚠
Beaucoup de traders on peur de se faire tradeban apparemment et vendent des stocks en panique sur les sites ! Je vous conseille comme moi de vous faire quelques petits achats.

#CSGO #CS2 #Skin #information #france","⚠Alerte skins⚠
Many traders are afraid to be tradeban apparently and sell stocks in panic on the sites! I advise you like me to make you some small purchases.

#Csgo #CS2 #skin #Information #France",https://twitter.com/fleexibleoff/status/1674563164443213828?s=20,FALSE
@aglb66,"Jun 29, 2023 · 11:38 PM UTC","""El caballo del comisario..."" 🔥 #France","""The commissioner's horse ..."" 🔥 #france",https://twitter.com/aglb66/status/1674563077088395270?s=20,TRUE
@WilmerUrbinaD,"Jun 29, 2023 · 11:27 PM UTC","Tercera jornada de fuertes disturbios en #Francia por la muerte de un menor a manos de un policía.
Las autoridades decretaron el toque de queda en la ciudad de #Clamart a raíz de las manifestaciones.
#Nanterre","Third day of strong disturbances in #France for the death of a minor at the hands of a policeman.
The authorities decreed the curfew in the city of #Clalart as a result of the demonstrations.
#Nanterre",https://twitter.com/WilmerUrbinaD/status/1674563091038707713?s=20,TRUE
@kajucc,"Jun 29, 2023 · 11:37 PM UTC","Köleler !!! lütfen sahipleri öldürür müsünüz, faiz babalarını bankacıları,elitleri öldürün abi ne duruyosunuz 
#france #paris #fransa #marchedelarévolte #emeutes #Nael #Nanterre #TNJNews #Francia #Paris #RiotsFrance #Emeutes #Nahel #Nanterre","Slaves !!! Please, would you kill the owners, Kill the interest fathers, Kill the elite, brother, what do you stop
#france #paris #france",https://twitter.com/kajucc/status/1674563072999010306?s=20,TRUE
@Ozan_krc21,"Jun 29, 2023 · 11:38 PM UTC","Fransa'da büyük Patlama
Grosse explosion à Saint-Gratien.
#emeutes #Nanterre #Nahel #ViolencesUrbaines #Violence #Strasbourg #France  #incendie  #pillage #Fransa  #France #attack","Fransa'da Büyük Patlama
Big explosion in Saint-Gratien.
#emeuts #nenterre #Nahel #violencesurbaines #violence #Strasbourg #France #inte #pillage #fransa #france #attack",https://twitter.com/Ozan_krc21/status/1674563034394533888?s=20,TRUE
@K13News,"Jun 29, 2023 · 11:38 PM UTC","Things are getting more and more surreal in #France, people stealing boats, snow from MC Donalds, cutting their hair in the middle of the protest, parents who go for their children and take them by the ear etc","Things are getting more and more surreal in #France, people stealing boats, snow from MC Donalds, cutting their hair in the middle of the protest, parents who go for their children and take them by the ear etc",https://twitter.com/K13News/status/1674563034587471872?s=20,TRUE
@Mahajan33000bdx,"Jun 29, 2023 · 11:38 PM UTC",The #France...  Out of control...,The #France...  Out of control...,https://twitter.com/Mahajan33000bdx/status/1674563012005597185?s=20,TRUE
@MTTKAV,"Jun 29, 2023 · 11:38 PM UTC","Je vous promet la #France c un lobby #GTA5
#emeutes #Sarcelles","I promise you #France c a lobby #gta5
#emeuts #Sarcelles",https://twitter.com/MTTKAV/status/1674563066183204867?s=20,TRUE
@T0pic,"Jun 29, 2023 · 11:37 PM UTC","ليلة حامية في عدة مناطق في فرنسا و حديث عن تدخل الجيش 
twitter.com/rafaaaell_/statu…

#Bordeaux
#Paris
#France","A fierce night in several regions in France and talk about the intervention of the army
Twitter.com/rafaaell_/statu ...

#Bordeaux
#Paris
#FRANCE",https://twitter.com/T0pic/status/1674562888210477059?s=20,FALSE
@ambararasi,"Jun 29, 2023 · 11:38 PM UTC","#Francia 
Potente explosión hace instantes en #France donde los disturbios siguen extendiéndose","#France
Powerful explosion moments in #France where the riots continue to extend",https://twitter.com/ambararasi/status/1674562905100910594?s=20,TRUE
@sondakika0607,"Jun 29, 2023 · 11:38 PM UTC","Paris'te elbise mağazalarını yağmalayan göstericiler
#emeutes #Nanterre #Nahel #ViolencesUrbaines #Violence #Strasbourg #France  #incendie  #pillage #Fransa  #France #attack #Fransa","Demonstrators who looted dress stores in Paris
#meutes #nantterre #nahel",https://twitter.com/sondakika0607/status/1674562933173485568?s=20,TRUE
@ScytaleNews,"Jun 29, 2023 · 11:37 PM UTC","Rioters 'warming up' before confronting French police.

twitter.com/HistoireSav/stat…

#news #Nahel #Nanterre #FranceRiots #France","Rioters 'warming up' before confronting French police.

twitter.com/HistoireSav/stat…

#news #Nahel #Nanterre #FranceRiots #France",https://twitter.com/ScytaleNews/status/1674562776520445952?s=20,FALSE
@WAntillaise,"Jun 29, 2023 · 11:37 PM UTC","Paris est en proie aux pillages, la présence policière est quasi inexistante, et le président, ainsi que son semblable, semblent introuvables ! Tout va bien en France. #france #emeute #paris #MacronDemission #darmanin","Paris is plagued by looting, the police presence is almost nonexistent, and the president, as well as his fellow man, seem to be untraceable! Everything is fine in France. #France #emeute #paris #macrondation #darmanin",https://twitter.com/WAntillaise/status/1674562757671174145?s=20,FALSE
@kajucc,"Jun 29, 2023 · 11:37 PM UTC","Köleler !!! lütfen sahipleri öldürür müsünüz, faiz babalarını bankacıları,elitleri öldürün abi ne duruyosunuz 
#france #paris #fransa #marchedelarévolte #emeutes #Nael #Nanterre #TNJNews #Francia #Paris #RiotsFrance #Emeutes #Nahel #Nanterre","Slaves !!! Please, would you kill the owners, Kill the interest fathers, Kill the elite, brother, what do you stop
#france #paris #france",https://twitter.com/kajucc/status/1674562757880950784?s=20,TRUE
@Norah____h,"Jun 29, 2023 · 11:37 PM UTC",#france guerre urbaine twitter.com/kamilabderrahmn/…,#France Urban War Twitter.com/kamilabderrahmn/…,https://twitter.com/Norah____h/status/1674562695561879555?s=20,FALSE
@manresab,"Jun 29, 2023 · 11:37 PM UTC","Je trouve, pour moi, qu’il y a des delinquants qui se sont regroupés et en plus appuyés par une coalition de partits d’extrême gauche et qui veulent faire une sorte de revolution pour changer je ne sais quoi, pour avoir eux la raison et la loi tord #France #emeutes","I find, for me, that there are delinquents who have gathered and also supported by a coalition of far left party and who want to make a kind of revolution to change I don't know what, to have the reason and the Torde #France #EMEUTS law",https://twitter.com/manresab/status/1674562656642949122?s=20,FALSE
@MoRaY2022,"Jun 29, 2023 · 11:37 PM UTC",Violent protests continue in France after killing of 17yo by police news.com.au/world/europe/vio… via @newscomauHQ #France #Protests,Violent protests continue in France after killing of 17yo by police news.com.au/world/europe/vio… via @newscomauHQ #France #Protests,https://twitter.com/MoRaY2022/status/1674562659616976896?s=20,FALSE
@DieWeltUnter,"Jun 29, 2023 · 11:36 PM UTC","Immer die üblichen Verdächtigen. Dieser Versager scheissen auf Europa.

#Frankreich #France","Always the usual suspects. This failure shit on Europe.

#France #France",https://twitter.com/DieWeltUnter/status/1674562584433815556?s=20,TRUE
@Ozan_krc21,"Jun 29, 2023 · 11:36 PM UTC","Paris'te elbise mağazalarını yağmalayan göstericiler
#emeutes #Nanterre #Nahel #ViolencesUrbaines #Violence #Strasbourg #France  #incendie  #pillage #Fransa  #France #attack","Demonstrators who looted dress stores in Paris
#meutes #nantterre #nahel #violencesurbaines",https://twitter.com/Ozan_krc21/status/1674562529790394371?s=20,TRUE
@ni_ceitinn,"Jun 29, 2023 · 11:36 PM UTC",What is happening in #france #paris #feu 🔥?!,What is happening in #france #paris #feu 🔥?!,https://twitter.com/ni_ceitinn/status/1674562543782641666?s=20,TRUE
@PolitRealist,"Jun 29, 2023 · 11:36 PM UTC","Mittlerweile haben einige Friedensapostel Pistolen und Gewehre.

#paris #france #frankreich #FranceRiots","In the meantime, some peace apostles have pistols and rifles.

#Paris #France #franzreich #franceriot",https://twitter.com/PolitRealist/status/1674562537600307200?s=20,TRUE
@topnotchjournal,"Jun 29, 2023 · 11:36 PM UTC","#France | Rioters destroying and Looting Louis Vuitton.

#TNJNews #Francia #Paris #RiotsFrance #Emeutes #Nahel #Nanterre #LouisVuitton twitter.com/i/web/status/167…","#France | Rioters destroying and Looting Louis Vuitton.

#TNJNews #Francia #Paris #RiotsFrance #Emeutes #Nahel #Nanterre #LouisVuitton twitter.com/i/web/status/167…",https://twitter.com/topnotchjournal/status/1674562489860915200?s=20,TRUE
@ConflictIntelHQ,"Jun 29, 2023 · 11:36 PM UTC","Things are really heating up in #France. Live gunfire videos are being posted, as well as explosions.","Things are really heating up in #France. Live gunfire videos are being posted, as well as explosions.",https://twitter.com/ConflictIntelHQ/status/1674562449519910913?s=20,TRUE
@ericcoquerel,"Jun 29, 2023 · 10:02 PM UTC","Croit-on que c’est par l’escalade, l’utilisation de couvre-feu et les blindés de la BRI qu’on va éteindre l’incendie  qui prend partout dans le pays ? Il faut des réponses politiques et sociales  à commencer par la façon dont la police est utilisée contre les jeunes des quartiers depuis des décennies, comme s’il s’agissait d’ennemis de l’intérieur. Sans justice pas de paix.","Do we believe that it is by climbing, the use of curfews and the BRI armored vehicles that we will turn off the fire that takes all over the country? Political and social responses are needed to start with the way the police have been used against young people in the neighborhoods for decades, as if they were enemies from the inside. Without justice no peace.",https://twitter.com/PoutineMobutu/status/1674562425763315712?s=20,TRUE
@Cest__Carre,"Jun 29, 2023 · 11:36 PM UTC","🇨🇵🔥 Des pillages ont eu lieu en plein centre de #Paris, ici magasin Zara rue de Rivoli, sous les yeux médusés de passants.

👉 Selon certains témoins, aucune intervention de la police n'a eu lieu après ce pillage.

#emeutes #Nahel #Nael #France #Nanterre #FranceRiots #Riot","🇨🇵🔥 Pillage took place in the center of #Paris, here Zara store on rue de Rivoli, under the dumbfounded eyes of passers -by.

👉 According to some witnesses, no police intervention took place after this looting.

#emeuts #Nahel #Nael #France #Ninterre #franceriots #riot",https://twitter.com/Cest__Carre/status/1674562414983905281?s=20,TRUE
@k_gaita,"Jun 29, 2023 · 11:35 PM UTC","#France #FranceRiots #FranceProtests #Emeutes #Macron #Paris
🇫🇷 Explosion signalée à Saint-Gratien (Paris, 95)
🇬🇧 Explosion reported in Saint-Gratien (Paris, 95)
(t.me/AnonymeCitoyen)","#France #FranceRoots #FranceProttes #emeuts #Macron #Paris
🇫🇷 Explosion reported in Saint-Gratien (Paris, 95)
🇬🇧 Explosion reported in Saint-Gratien (Paris, 95)
(T.me/anonymecitoyen)",https://twitter.com/k_gaita/status/1674562229234987008?s=20,TRUE
@PATRIOT2_2,"Jun 29, 2023 · 11:35 PM UTC","La #France en émeutes, des milliers de commerces endommagés, les biens de travailleurs français detruits... @EmmanuelMacron est concerné..
#MacronDestitution #Macron #soutienauxforcesdelordre","The #France in riots, thousands of damaged businesses, the property of French workers destroyed ... @emmanuelmacron is concerned.
#Macrondessition #Macron #Soutielisforcesdelordre",https://twitter.com/PATRIOT2_2/status/1674562217235062784?s=20,TRUE
@moh_rawdhan,"Jun 29, 2023 · 11:35 PM UTC","From #Yemen
   We say to the French ambassador who threatened two days ago to completely isolate Sana'a from the international community.  Here we are now, from Sanaa, watching your filthy country, #France, burn and plunder.
#nanterre #emeutes #incendie #marchedelarevolte #Lille","From #Yemen
   We say to the French ambassador who threatened two days ago to completely isolate Sana'a from the international community.  Here we are now, from Sanaa, watching your filthy country, #France, burn and plunder.
#nanterre #emeutes #incendie #marchedelarevolte #Lille",https://twitter.com/moh_rawdhan/status/1674562307005767686?s=20,TRUE
@SaveATrain,"Jun 29, 2023 · 11:35 PM UTC",Travel doesn’t become an adventure until you leave yourself behind. #Explore #France #Fun - SAVEATRAIN.COM,Travel doesn’t become an adventure until you leave yourself behind. #Explore #France #Fun - SAVEATRAIN.COM,https://twitter.com/SaveATrain/status/1674562184871813122?s=20,FALSE
@Capel82Alex,"Jun 29, 2023 · 11:34 PM UTC","Francia está a 2 telediarios de solicitar a la OTAN entrar a pacificar el país.

#FranceRiots 
#Francia 
#France","France is 2 news to ask NATO to enter to pacify the country.

#Franceriots
#France
#France",https://twitter.com/Capel82Alex/status/1674562091741507587?s=20,FALSE
@abdelmalik92,"Jun 29, 2023 · 6:07 AM UTC","J’ai jamais autant bloqué de comptes que ces derniers jours 

Avant on n’avait que la team Zemmour/Le Pen,  maintenant que Macron a décomplexé les racistes on a aussi la  nouvelle team ""🇫🇷🇺🇦🇪🇺""","I have never blocked accounts as these last days

Before we only had Team Zemmour/Le Pen, now that Macron has uninhibited the racists we also have the new team ""🇫🇷🇺🇦🇪🇺""",https://twitter.com/Lilydalal/status/1674562147383234560?s=20,FALSE
@refikyigitt,"Jun 29, 2023 · 11:34 PM UTC","Fransa’nın Bois kentinde, göstericilerin belediye binasını bile ateşe verdikleri, Marsilya dahil bir çok bölgede güvenlik güçlerinin tamamen kontrolü kaybettiği söyleniyor… #France","In Bois, France, it is said that even demonstrators set fire to the city hall, and in many regions, including Marseille, security forces have lost control completely… #France",https://twitter.com/refikyigitt/status/1674562124700368897?s=20,FALSE
@Drilyx97,"Jun 29, 2023 · 11:34 PM UTC","Weshhhhh 💀💀

#emeutes #France #Emeute","Weshhhhh 💀💀

#emeutes #France #Emeute",https://twitter.com/Drilyx97/status/1674562069960572928?s=20,FALSE
@HacheNews_es,"Jun 29, 2023 · 11:34 PM UTC","🇨🇵 #Francia 🔴 #ULTIMAHORA 
Delincuentes  y terroristas africanos saquean la tienda de #Nike en el centro de #Paris, en el shopping Forum des Halles. ¿Y la supuesta protesta no era en contra de la policia?
#BREAKING #France","🇨🇵 #France 🔴 #ultimahora
African criminals and terrorists loot the #Nike store in the #Paris downtown, at the Shopping Forum des Halles. And the supposed protest was not against the police?
#BREAKING #France",https://twitter.com/HacheNews_es/status/1674562053816680449?s=20,TRUE
@Iraq_Gate,"Jun 29, 2023 · 11:34 PM UTC","#فرنسا ||

فوضى عارمة ونيران تشتعل في أكثر من منطقة وعمليات نهب للبنوك والمحلات التجارية في فرنسا.

#باريس #نانتير 
#France #nanterre","#France ||

Frequently chaos, fire in more than one area and looting of banks and shops in France.

#Paris #Nanteire
#France #nanterre",https://twitter.com/Iraq_Gate/status/1674562012175630336?s=20,TRUE
@DieWeltUnter,"Jun 29, 2023 · 11:34 PM UTC","Die Afrikaner in Frankreich haben gerade Narrenfreiheit.
Schläft die Polizei oder was ist da los?

#France #Frankreich","The Africans in France are currently freedom of fools.
Does the police sleep or what's going on?

#France #franzreich",https://twitter.com/DieWeltUnter/status/1674561929308786692?s=20,FALSE
@BreakingAlerter,"Jun 29, 2023 · 11:33 PM UTC",BREAKING: Police retreat from a group setting off fireworks in a suburb of Paris tonight. #Paris #France,BREAKING: Police retreat from a group setting off fireworks in a suburb of Paris tonight. #Paris #France,https://twitter.com/BreakingAlerter/status/1674561774257856517?s=20,TRUE
@NationalIndNews,"Jun 29, 2023 · 11:33 PM UTC",#BREAKING #France #FranceRiots #Nanterre French special police BRI on the streets,#BREAKING #France #FranceRiots #Nanterre French special police BRI on the streets,https://twitter.com/NationalIndNews/status/1674561803315978240?s=20,TRUE
@Samyalianee,"Jun 29, 2023 · 11:34 PM UTC","Athena, un film qui se transpose à la réalité… #France #nanterre #Nahel #brut","Athena, a film that is transposed to reality… #France #NanTerre #Nahel #brut",https://twitter.com/Samyalianee/status/1674561941392506881?s=20,FALSE
@ferozwala,"Jun 29, 2023 · 11:33 PM UTC","Explosion reported in Saint-Gratien (95) #emeutes #Nanterre #Nahel 
@AnonymeCitoyen #France","Explosion postponed in Saint-Gratien (95) #emeuts #nenterre #nahel
@Anonymecitoyen #France",https://twitter.com/ferozwala/status/1674561761914257408?s=20,TRUE
@Elle56J,"Jun 29, 2023 · 11:33 PM UTC","Vous ne vous rendez pas compte mais c’est nous tous qui payerons le prix de VOS actes.
Nous subissons assez au quotidien pourquoi en rajouter d’avantage
Il y avait mille et une autres façons d'agir

#emeutes #France #Nael #Paris","You do not realize but it is all we will pay for the price of your actions.
We are suffering enough on a daily basis why add more
There were a thousand and one other ways to act

#emeuts #france #Nael #Paris",https://twitter.com/Elle56J/status/1674561725587128324?s=20,FALSE
@ScytaleNews,"Jun 29, 2023 · 11:33 PM UTC","Video of BIS van moving forward.

#news #Nahel #Nanterre #FranceRiots #France","Video of BIS van moving forward.

#news #Nahel #Nanterre #FranceRiots #France",https://twitter.com/ScytaleNews/status/1674561678892056576?s=20,TRUE
@ReplyDilawar,"Jun 29, 2023 · 11:33 PM UTC","Situation of France 🇫🇷 right now.
#Paris #france #earthquake #emeutes #FiveNightsAtFreddys #สนามบินดอนเมือง","Situation of France 🇫🇷 Right now.
#Paris #france #Earthquake #meutes #fivenightsatfreddys #Don Mueang Airport",https://twitter.com/ReplyDilawar/status/1674561723833937921?s=20,TRUE
@Q_FAR1,"Jun 29, 2023 · 11:33 PM UTC","Mooi zo.
Meer van dat graag. 
Ik kijk al uit naar de verse lading hashtags >insert arabische voornaam<
#nanterre
#France
#Nahel","Good.
More of that please.
I am already looking forward to the fresh load of hashtags> Insert Arabic first name <
#nanterre
#France
#NAHEL",https://twitter.com/Q_FAR1/status/1674561683828666372?s=20,FALSE
@CBKNEWS121,"Jun 29, 2023 · 11:33 PM UTC","#France | Local Authorities still unable to control.

Follow @CBKNEWS121 for more updates 

___________________________________

 #emeutes #Nahel #Nanterre #RAID #Lidl #Marseille #République #Clamart #LaBRI #Macron #FranceRiots","#France | Local Authorities Unable Still To Control.

Follow @cbknews121 for more updates

________________________________

 #emeuts #nahel #nanterre #raid #lidl #Marseille #République #clamart #labri #macron #franceots",https://twitter.com/CBKNEWS121/status/1674561671975645184?s=20,TRUE
@jea33865,"Jun 29, 2023 · 11:33 PM UTC",Le but c'est de voler et de brûler. Les délinquants sont pas là pour le cas Nahel. Ils sont les ennemis de la France. #nanterre #nantes #paris #france #lyon #marseille #gign #raid #emeutes,The goal is to fly and burn. The offenders are not there for the Nahel case. They are the enemies of France. #nanterre #nantes #paris #france #lyon #Marseille #gign #raid #emeutes,https://twitter.com/jea33865/status/1674561677189152769?s=20,TRUE
@KatiaSamuelson,"Jun 29, 2023 · 11:32 PM UTC",#France #Emeutes,#France #EMEUTS,https://twitter.com/KatiaSamuelson/status/1674561595307859968?s=20,TRUE
@Beachlife747,"Jun 29, 2023 · 11:33 PM UTC",#FranceRiots #france,#FranceRiots #France,https://twitter.com/Beachlife747/status/1674561651771600897?s=20,TRUE
@BreakingAlerter,"Jun 29, 2023 · 11:32 PM UTC",🚨 BREAKING VIDEO: Huge explosion in the northern suburb of Saint-Gratien in Paris. #Paris #France #Breaking #BreakingNews,🚨 BREAKING VIDEO: Huge explosion in the northern suburb of Saint-Gratien in Paris. #Paris #France #Breaking #BreakingNews,https://twitter.com/BreakingAlerter/status/1674561534314307586?s=20,TRUE
@MMariposa31,"Jun 29, 2023 · 11:32 PM UTC",Ese #Macron presidente de #France se le está cayendo su kiosko. Múltiples saqueos y son jóvenes q se están metiendo a robar. No se ha visto la fuerza antimotines para poner orden.,That #Macron President of #France is falling his kiosk. Multiple looting and are young people who are getting steal. The riot force has not been seen to put order.,https://twitter.com/MMariposa31/status/1674561594523615232?s=20,TRUE
